Team,Season,Win_Pct,Is_Champion,Player1_Name,Player1_Degree,Player2_Name,Player2_Degree,Duo_Avg_Degree,Duo_Total_Degree,Duo_Gap,Duo_Concentration,GP,Duo_Avg_Per_Game
PHI,2018-19,0.622,False,Ben Simmons,7795,Joel Embiid,5547,6671.0,13342,2248,0.4027651995411459,79,84.44303797468355
PHI,2019-20,0.589,False,Ben Simmons,7558,Tobias Harris,5599,6578.5,13157,1959,0.33151078411610563,57,115.41228070175438
PHI,2020-21,0.681,False,Ben Simmons,7380,Tobias Harris,5334,6357.0,12714,2046,0.31440724071417975,58,109.60344827586206
PHI,2021-22,0.622,False,Tyrese Maxey,7883,Joel Embiid,5856,6869.5,13739,2027,0.38336402701043587,75,91.59333333333333
PHI,2022-23,0.659,False,James Harden,8499,Tyrese Maxey,6111,7305.0,14610,2388,0.33546105804555476,58,125.94827586206897
PHI,2023-24,0.573,False,Tyrese Maxey,8239,Tobias Harris,4398,6318.5,12637,3841,0.3616978647890549,70,90.26428571428572
PHX,2015-16,0.28,False,Brandon Knight,6207,Devin Booker,4509,5358.0,10716,1698,0.2484120728823775,52,103.03846153846153
PHX,2016-17,0.293,False,Eric Bledsoe,7672,Devin Booker,5827,6749.5,13499,1845,0.3316544641540956,66,102.26515151515152
PHX,2017-18,0.256,False,Tyler Ulis,5980,Devin Booker,4564,5272.0,10544,1416,0.29912056737588655,71,74.25352112676056
PHX,2018-19,0.232,False,Devin Booker,6294,Mikal Bridges,4041,5167.5,10335,2253,0.26028811766483656,64,80.7421875
PHX,2019-20,0.466,False,Ricky Rubio,7832,Devin Booker,5677,6754.5,13509,2155,0.35594962057335583,65,103.91538461538461
PHX,2020-21,0.722,False,Chris Paul,8633,Devin Booker,5230,6931.5,13863,3403,0.3464883779055236,70,99.02142857142857
PHX,2021-22,0.78,False,Chris Paul,7242,Devin Booker,5042,6142.0,12284,2200,0.31744883192061196,65,94.49230769230769
PHX,2022-23,0.549,False,Chris Paul,5661,Devin Booker,4208,4934.5,9869,1453,0.3038298134351333,59,83.63559322033899
PHX,2023-24,0.598,False,Kevin Durant,6706,Devin Booker,6669,6687.5,13375,37,0.3593691224676232,75,89.16666666666667
POR,2015-16,0.537,False,Damian Lillard,10174,CJ McCollum,8271,9222.5,18445,1903,0.43636148568724864,75,122.96666666666667
POR,2016-17,0.5,False,Damian Lillard,8099,CJ McCollum,6328,7213.5,14427,1771,0.43776550552251486,75,96.18
POR,2017-18,0.598,False,Damian Lillard,8690,CJ McCollum,6651,7670.5,15341,2039,0.38082116969516433,73,105.07534246575342
POR,2018-19,0.646,False,Damian Lillard,9766,Jusuf Nurkić,5357,7561.5,15123,4409,0.3641990174356998,80,94.51875
POR,2019-20,0.473,False,Damian Lillard,6529,CJ McCollum,5249,5889.0,11778,1280,0.4557344064386318,66,89.22727272727273
POR,2020-21,0.583,False,Damian Lillard,7266,CJ McCollum,4233,5749.5,11499,3033,0.4149166486252436,67,85.81343283582089
POR,2021-22,0.329,False,Anfernee Simons,3447,Jusuf Nurkić,2816,3131.5,6263,631,0.2561135192606527,57,54.93859649122807
POR,2022-23,0.402,False,Damian Lillard,6541,Anfernee Simons,5677,6109.0,12218,864,0.3631985731272295,58,105.32758620689656
POR,2023-24,0.256,False,Scoot Henderson,6187,Anfernee Simons,4856,5521.5,11043,1331,0.29218923638672806,62,89.05645161290323
SAC,2015-16,0.402,False,Rajon Rondo,10620,Darren Collison,6950,8785.0,17570,3670,0.39087875417130147,72,122.01388888888889
SAC,2016-17,0.39,False,Darren Collison,5564,Ty Lawson,4807,5185.5,10371,757,0.32230095096028344,68,76.25735294117646
SAC,2017-18,0.329,False,De'Aaron Fox,7560,Bogdan Bogdanović,5158,6359.0,12718,2402,0.3112731900729355,73,87.10958904109589
SAC,2018-19,0.476,False,De'Aaron Fox,8929,Buddy Hield,5618,7273.5,14547,3311,0.36921319796954316,81,89.79629629629629
SAC,2019-20,0.431,False,De'Aaron Fox,5532,Buddy Hield,4925,5228.5,10457,607,0.31455300204548187,51,102.51960784313725
SAC,2020-21,0.431,False,De'Aaron Fox,7039,Buddy Hield,5058,6048.5,12097,1981,0.3898485336770867,58,104.28448275862068
SAC,2021-22,0.366,False,De'Aaron Fox,5264,Davion Mitchell,4168,4716.0,9432,1096,0.34420845193781474,59,79.9322033898305
SAC,2022-23,0.585,False,Domantas Sabonis,9015,De'Aaron Fox,8385,8700.0,17400,630,0.3909058231488138,79,110.12658227848101
SAC,2023-24,0.561,False,Domantas Sabonis,10695,De'Aaron Fox,8430,9562.5,19125,2265,0.42674491253123886,82,116.61585365853658
SAS,2015-16,0.817,False,Tony Parker,8046,Patty Mills,5964,7005.0,14010,2082,0.28249385006250755,72,97.29166666666667
SAS,2016-17,0.744,False,Patty Mills,6808,Tony Parker,6202,6505.0,13010,606,0.2826540366733293,80,81.3125
SAS,2017-18,0.573,False,Dejounte Murray,6148,Patty Mills,6089,6118.5,12237,59,0.2692527723992255,81,75.53703703703704
SAS,2018-19,0.585,False,DeMar DeRozan,6497,LaMarcus Aldridge,5831,6164.0,12328,666,0.2955646128026852,77,80.05194805194805
SAS,2019-20,0.451,False,DeMar DeRozan,5873,Dejounte Murray,5344,5608.5,11217,529,0.30312939141714407,68,82.4779411764706
SAS,2020-21,0.472,False,Dejounte Murray,6482,DeMar DeRozan,5141,5811.5,11623,1341,0.3598452012383901,67,86.73880597014926
SAS,2021-22,0.415,False,Dejounte Murray,7150,Jakob Poeltl,4125,5637.5,11275,3025,0.3559027777777778,68,82.90441176470588
SAS,2022-23,0.268,False,Tre Jones,5300,Keldon Johnson,3557,4428.5,8857,1743,0.3016073009602942,68,65.125
SAS,2023-24,0.268,False,Tre Jones,7202,Devin Vassell,5355,6278.5,12557,1847,0.30131496856553247,77,81.53896103896103
TOR,2015-16,0.683,False,Kyle Lowry,10851,Cory Joseph,7292,9071.5,18143,3559,0.3900713794289646,77,117.81168831168831
TOR,2016-17,0.622,False,Kyle Lowry,7081,DeMar DeRozan,6243,6662.0,13324,838,0.34280127611402694,60,111.03333333333333
TOR,2017-18,0.72,False,Kyle Lowry,8942,DeMar DeRozan,7260,8101.0,16202,1682,0.34985964154610233,78,103.85897435897436
TOR,2018-19,0.707,True,Kyle Lowry,7449,Pascal Siakam,5809,6629.0,13258,1640,0.3623592434678036,65,101.98461538461538
TOR,2019-20,0.736,False,Kyle Lowry,7067,Fred VanVleet,6499,6783.0,13566,568,0.3420919911236635,58,116.94827586206897
TOR,2020-21,0.375,False,Fred VanVleet,5732,Pascal Siakam,4999,5365.5,10731,733,0.3272843723313407,52,103.1826923076923
TOR,2021-22,0.585,False,Fred VanVleet,8538,Pascal Siakam,7211,7874.5,15749,1327,0.35741194625998546,65,121.14615384615385
TOR,2022-23,0.5,False,Fred VanVleet,8971,Pascal Siakam,7772,8371.5,16743,1199,0.3745805181439886,69,121.32608695652173
TOR,2023-24,0.305,False,Immanuel Quickley,3746,Scottie Barnes,2947,3346.5,6693,799,0.306456043956044,68,49.213235294117645
UTA,2015-16,0.488,False,Gordon Hayward,8044,Rodney Hood,6571,7307.5,14615,1473,0.2590301655382652,80,91.34375
UTA,2016-17,0.622,False,Gordon Hayward,6525,Rudy Gobert,5946,6235.5,12471,579,0.260365777276713,73,85.41780821917808
UTA,2017-18,0.585,False,Ricky Rubio,8443,Donovan Mitchell,6471,7457.0,14914,1972,0.3520608092158066,77,96.84415584415585
UTA,2018-19,0.61,False,Ricky Rubio,7542,Joe Ingles,6677,7109.5,14219,865,0.3151374113475177,68,104.55147058823529
UTA,2019-20,0.611,False,Donovan Mitchell,6677,Joe Ingles,5825,6251.0,12502,852,0.3220007211662288,69,90.59420289855072
UTA,2020-21,0.722,False,Joe Ingles,6061,Donovan Mitchell,5861,5961.0,11922,200,0.31261799874134677,67,88.97014925373135
UTA,2021-22,0.598,False,Mike Conley,6759,Donovan Mitchell,6429,6594.0,13188,330,0.3808038808038808,72,91.58333333333333
UTA,2022-23,0.451,False,Kelly Olynyk,3539,Talen Horton-Tucker,3504,3521.5,7043,35,0.3106474947071277,68,51.786764705882355
UTA,2023-24,0.378,False,Keyonte George,5534,Collin Sexton,4693,5113.5,10227,841,0.3412412412412412,75,68.18
WAS,2015-16,0.5,False,John Wall,11325,Ramon Sessions,4967,8146.0,16292,6358,0.3679645857801066,77,105.79220779220779
WAS,2016-17,0.598,False,John Wall,10449,Bradley Beal,5763,8106.0,16212,4686,0.39151854714064915,78,103.92307692307692
WAS,2017-18,0.524,False,Bradley Beal,8242,Tomas Satoransky,5666,6954.0,13908,2576,0.300609518869148,82,84.8048780487805
WAS,2018-19,0.39,False,Bradley Beal,6958,Tomas Satoransky,6133,6545.5,13091,825,0.3881805242557229,82,79.82317073170732
WAS,2019-20,0.361,False,Ish Smith,6104,Bradley Beal,6085,6094.5,12189,19,0.3203079833920219,68,89.625
WAS,2020-21,0.472,False,Russell Westbrook,8485,Bradley Beal,4961,6723.0,13446,3524,0.4194534564512104,65,103.43076923076923
WAS,2021-22,0.427,False,Raul Neto,3895,Kyle Kuzma,3734,3814.5,7629,161,0.25660948536831485,70,54.49285714285714
WAS,2022-23,0.427,False,Monté Morris,5269,Kristaps Porziņģis,4936,5102.5,10205,333,0.27598983124188664,62,82.29838709677419
WAS,2023-24,0.183,False,Tyus Jones,6264,Jordan Poole,5057,5660.5,11321,1207,0.37536472148541117,66,85.76515151515152
