PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
202689,Kemba Walker,Kemba,1610612766,CHA,27.0,79,36,43,0.456,34.7,8.1,18.3,0.444,3.0,7.6,0.399,3.8,4.5,0.847,0.6,3.3,3.9,5.5,2.1,1.1,0.3,1.4,1.5,4.2,23.2,2.4,38.0,8,0,38.3,54,140,69,273,20,21,13,235,7,8,64,35,40,91,253,133,167,25,54,65,240,4,288,29,17,64,28,71,24,20,1
202322,John Wall,John,1610612764,WAS,26.0,78,48,30,0.615,36.4,8.3,18.4,0.451,1.1,3.5,0.327,5.4,6.8,0.801,0.8,3.4,4.2,10.7,4.1,2.0,0.6,1.1,1.9,5.3,23.1,3.2,47.9,50,0,44.4,69,47,210,108,8,16,11,213,134,117,253,15,15,166,200,125,152,2,3,2,87,18,181,14,18,42,8,7,24,10,1
203078,Bradley Beal,Bradley,1610612764,WAS,24.0,77,48,29,0.623,34.9,8.3,17.2,0.482,2.9,7.2,0.404,3.7,4.4,0.825,0.7,2.4,3.1,3.5,2.0,1.1,0.3,0.8,2.2,3.7,23.1,4.3,34.1,1,0,35.3,85,47,222,99,18,18,21,124,8,10,53,40,42,130,217,235,229,67,60,64,244,48,124,39,19,28,45,168,24,31,1
203468,CJ McCollum,CJ,1610612757,POR,25.0,80,40,40,0.5,34.9,8.7,18.0,0.48,2.3,5.5,0.421,3.4,3.7,0.912,0.8,2.9,3.6,3.6,2.2,0.9,0.5,1.0,2.5,2.9,23.0,0.8,34.8,1,0,35.3,38,92,93,214,17,11,17,130,24,28,28,43,59,18,202,180,184,63,53,110,106,27,64,63,20,138,41,168,24,30,1
203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,22.0,80,42,38,0.525,35.6,8.2,15.7,0.521,0.6,2.3,0.272,5.9,7.7,0.77,1.8,7.0,8.8,5.4,2.9,1.6,1.9,0.9,3.1,5.9,22.9,0.6,49.2,32,3,44.7,38,82,109,182,12,20,29,77,231,202,333,11,9,227,58,16,18,27,13,11,8,36,14,10,21,150,6,17,7,8,1
200768,Kyle Lowry,Kyle,1610612761,TOR,31.0,60,36,24,0.6,37.4,7.1,15.3,0.464,3.2,7.8,0.412,5.0,6.1,0.819,0.8,4.0,4.8,7.0,2.9,1.5,0.3,1.0,2.8,5.0,22.4,5.9,41.0,11,1,40.9,261,140,281,119,2,33,35,170,6,6,38,18,19,134,190,93,119,10,16,22,220,27,26,16,23,12,17,48,12,15,1
2546,Carmelo Anthony,Carmelo,1610612752,NYK,33.0,74,29,45,0.392,34.3,8.1,18.8,0.433,2.0,5.7,0.359,4.1,4.9,0.833,0.8,5.1,5.9,2.9,2.1,0.8,0.5,0.5,2.7,3.7,22.4,-3.1,35.6,7,0,35.8,126,215,49,335,24,22,10,269,31,26,160,31,32,116,182,47,71,86,58,138,139,130,44,37,22,431,35,80,24,28,1
202691,Klay Thompson,Klay,1610612744,GSW,27.0,78,66,12,0.846,34.0,8.3,17.6,0.468,3.4,8.3,0.414,2.4,2.8,0.853,0.6,3.0,3.7,2.1,1.6,0.8,0.5,0.6,1.8,2.0,22.3,10.3,32.2,0,0,34.2,69,1,394,5,30,19,20,160,2,5,35,72,91,84,239,156,182,150,95,124,110,110,218,126,24,4,54,222,24,37,1
1626164,Devin Booker,Devin,1610612756,PHX,20.0,78,24,54,0.308,35.0,7.8,18.3,0.423,1.9,5.2,0.363,4.7,5.7,0.832,0.6,2.6,3.2,3.4,3.1,0.9,0.3,1.2,3.1,4.6,22.1,-2.9,31.6,0,0,33.0,69,275,9,422,16,25,12,298,46,40,149,22,24,118,249,214,220,69,9,102,247,13,12,20,25,419,55,222,24,43,1
202330,Gordon Hayward,Gordon,1610612762,UTA,27.0,73,46,27,0.63,34.5,7.5,15.8,0.471,2.0,5.1,0.398,5.0,5.9,0.844,0.7,4.7,5.4,3.5,1.9,1.0,0.3,0.6,1.6,4.3,21.9,4.8,35.5,2,0,35.4,145,62,254,92,23,28,28,152,30,43,66,20,20,98,225,61,90,68,69,83,243,104,260,25,26,25,36,143,24,29,1
201933,Blake Griffin,Blake,1610612746,LAC,28.0,61,40,21,0.656,34.0,7.9,15.9,0.493,0.6,1.9,0.336,5.2,6.9,0.76,1.8,6.3,8.1,4.9,2.3,0.9,0.4,0.6,2.6,6.0,21.6,7.2,40.3,19,1,37.9,253,92,305,68,28,23,26,113,227,230,222,16,14,246,54,22,23,35,35,101,197,99,59,8,27,6,19,23,12,22,1
202339,Eric Bledsoe,Eric,1610612756,PHX,27.0,66,22,44,0.333,33.0,6.8,15.7,0.434,1.6,4.7,0.335,5.9,6.9,0.847,0.8,4.1,4.8,6.3,3.4,1.4,0.5,0.7,2.5,4.9,21.1,-2.8,38.5,7,1,37.5,212,301,57,392,45,39,31,266,73,55,223,12,13,90,191,89,114,15,7,32,133,75,69,17,28,410,24,80,12,24,1
201144,Mike Conley,Mike,1610612763,MEM,29.0,69,35,34,0.507,33.2,6.7,14.6,0.46,2.5,6.1,0.408,4.6,5.3,0.859,0.4,3.0,3.5,6.3,2.3,1.3,0.3,0.5,1.8,4.2,20.5,2.7,36.7,8,0,36.0,183,151,158,206,43,41,40,181,15,23,48,23,26,70,301,153,193,17,41,33,241,123,205,27,30,51,32,71,24,27,1
201572,Brook Lopez,Brook,1610612751,BKN,29.0,75,20,55,0.267,29.6,7.4,15.6,0.474,1.8,5.2,0.346,3.9,4.9,0.81,1.6,3.8,5.4,2.3,2.5,0.5,1.7,0.7,2.6,4.0,20.5,-2.1,34.5,2,0,34.3,111,307,8,448,92,29,32,147,58,41,200,33,34,150,74,105,91,119,26,263,10,71,62,34,29,366,43,143,24,35,1
201609,Goran Dragic,Goran,1610612748,MIA,31.0,73,40,33,0.548,33.7,7.3,15.4,0.475,1.6,4.0,0.405,4.1,5.2,0.79,0.8,3.0,3.8,5.8,2.9,1.2,0.2,0.9,2.7,3.7,20.3,0.9,34.9,6,0,34.3,145,92,173,154,37,30,33,144,72,88,51,32,29,185,177,163,173,22,14,44,312,32,35,40,31,129,40,88,24,36,1
203954,Joel Embiid,Joel,1610612755,PHI,23.0,31,13,18,0.419,25.4,6.5,13.8,0.466,1.2,3.2,0.367,6.2,7.9,0.783,2.0,5.9,7.8,2.1,3.8,0.9,2.5,1.2,3.6,7.1,20.2,2.2,39.0,9,0,38.0,378,378,339,313,156,45,47,166,131,138,138,10,8,199,45,29,30,142,5,117,3,14,3,2,32,72,23,66,24,21,1
203953,Jabari Parker,Jabari,1610612749,MIL,22.0,51,22,29,0.431,33.9,7.8,16.0,0.49,1.3,3.5,0.365,3.2,4.3,0.743,1.5,4.6,6.2,2.8,1.8,1.0,0.4,1.3,2.2,3.1,20.1,-1.7,34.1,2,0,33.1,304,301,222,299,32,24,25,115,112,116,144,47,44,273,78,64,67,90,76,96,150,9,128,55,33,343,44,143,24,42,1
201188,Marc Gasol,Marc,1610612763,MEM,32.0,74,40,34,0.541,34.2,7.2,15.7,0.459,1.4,3.6,0.388,3.8,4.5,0.837,0.8,5.5,6.3,4.6,2.2,0.9,1.3,0.3,2.3,4.3,19.5,0.9,38.4,11,2,36.3,126,92,158,162,26,31,30,184,96,106,84,38,41,110,189,37,62,45,44,109,18,259,102,26,34,132,25,48,9,26,1
203084,Harrison Barnes,Harrison,1610612742,DAL,25.0,79,32,47,0.405,35.5,7.6,16.2,0.468,1.0,2.8,0.351,3.1,3.6,0.861,1.2,3.8,5.0,1.5,1.3,0.8,0.2,0.6,1.6,3.4,19.2,-1.7,29.1,1,0,28.7,54,188,35,323,13,26,24,161,153,153,182,50,60,66,119,101,108,216,155,131,302,87,256,44,35,344,65,168,24,63,1
201567,Kevin Love,Kevin,1610612739,CLE,28.0,60,40,20,0.667,31.4,6.2,14.5,0.427,2.4,6.5,0.373,4.3,4.9,0.871,2.5,8.6,11.1,1.9,2.0,0.9,0.4,1.0,2.1,4.0,19.0,5.6,36.9,41,0,37.0,261,92,316,56,66,49,42,286,19,18,115,28,33,55,19,10,9,159,59,114,203,26,143,32,36,16,31,12,24,25,1
203897,Zach LaVine,Zach,1610612750,MIN,22.0,47,16,31,0.34,37.2,6.9,15.1,0.459,2.6,6.6,0.387,2.5,3.0,0.836,0.4,3.0,3.4,3.0,1.8,0.9,0.2,0.8,2.2,2.3,18.9,-2.5,28.9,0,0,30.0,319,345,193,389,3,37,37,182,14,16,85,68,81,112,318,158,202,84,79,116,284,46,119,95,37,392,69,222,24,55,1
200752,Rudy Gay,Rudy,1610612758,SAC,30.0,30,11,19,0.367,33.8,6.7,14.7,0.455,1.4,3.8,0.372,3.9,4.6,0.855,1.2,5.2,6.3,2.8,2.5,1.5,0.9,0.8,2.6,3.7,18.7,2.2,35.0,4,0,33.9,383,392,327,374,36,43,39,198,99,98,123,33,37,80,124,44,60,92,25,22,52,52,50,41,38,71,38,108,24,38,1
2548,Dwyane Wade,Dwyane,1610612741,CHI,35.0,60,29,31,0.483,29.9,6.9,15.9,0.434,0.8,2.4,0.31,3.7,4.7,0.794,1.1,3.5,4.5,3.8,2.3,1.4,0.7,0.8,1.9,3.3,18.3,-1.2,33.4,2,0,31.6,261,215,193,247,86,38,27,268,196,182,287,39,35,181,146,123,133,56,36,27,78,43,189,50,39,301,50,143,24,50,1
201568,Danilo Gallinari,Danilo,1610612743,DEN,28.0,63,31,32,0.492,33.9,5.3,11.9,0.447,2.0,5.1,0.389,5.5,6.1,0.902,0.6,4.5,5.2,2.1,1.3,0.6,0.2,0.4,1.5,4.6,18.2,2.5,28.9,4,0,29.2,239,196,183,239,34,74,69,224,35,42,81,13,18,25,241,68,100,141,152,205,267,180,300,21,40,58,68,108,24,59,1
200794,Paul Millsap,Paul,1610612737,ATL,32.0,69,40,29,0.58,34.0,6.2,14.1,0.442,1.1,3.5,0.311,4.5,5.9,0.768,1.6,6.1,7.7,3.7,2.3,1.3,0.9,0.8,2.7,4.5,18.1,2.0,37.1,19,0,34.9,183,92,222,139,31,47,45,241,136,115,283,24,22,232,75,25,32,60,39,34,49,47,40,24,43,79,30,23,24,33,1
204001,Kristaps Porziņģis,Kristaps,1610612752,NYK,21.0,66,26,40,0.394,32.8,6.7,14.9,0.45,1.7,4.8,0.357,3.0,3.8,0.786,1.7,5.5,7.2,1.5,1.8,0.7,2.0,0.5,3.7,3.3,18.1,-1.5,35.2,12,0,33.8,212,253,93,334,48,42,38,218,63,52,166,54,52,192,67,35,39,215,82,170,7,153,2,48,41,329,37,44,24,40,1
101108,Chris Paul,Chris,1610612746,LAC,32.0,61,43,18,0.705,31.5,6.1,12.9,0.476,2.0,5.0,0.411,3.8,4.3,0.892,0.7,4.3,5.0,9.2,2.4,2.0,0.1,0.2,2.4,3.7,18.1,9.5,41.8,24,1,38.5,253,76,339,38,64,51,58,142,32,49,43,37,45,35,231,76,109,4,31,3,352,326,89,38,42,5,14,20,12,19,1
201565,Derrick Rose,Derrick,1610612752,NYK,28.0,64,26,38,0.406,32.5,7.2,15.3,0.471,0.2,0.9,0.217,3.5,4.0,0.874,1.0,2.8,3.8,4.4,2.3,0.7,0.3,1.3,1.3,2.9,18.0,-2.6,29.8,2,0,28.4,231,253,109,322,52,32,36,153,351,335,373,41,50,53,148,192,171,48,38,181,250,7,334,60,44,400,59,143,24,64,1
203471,Dennis Schröder,Dennis,1610612737,ATL,23.0,79,42,37,0.532,31.5,6.9,15.4,0.451,1.3,3.7,0.34,2.8,3.2,0.855,0.5,2.6,3.1,6.3,3.3,0.9,0.2,1.4,1.9,2.9,17.9,-1.0,31.3,10,0,30.9,54,82,121,168,65,36,34,211,115,99,214,60,66,81,267,212,227,16,8,100,293,3,186,65,45,283,56,60,24,53,1
101150,Lou Williams,Lou,1610612745,HOU,30.0,81,34,47,0.42,24.6,5.3,12.3,0.429,2.0,5.5,0.365,5.0,5.6,0.88,0.3,2.2,2.5,3.0,2.0,1.0,0.2,0.7,1.1,3.4,17.5,0.6,26.7,0,0,27.5,18,164,35,312,167,75,67,283,34,27,143,19,25,45,361,275,295,85,64,93,261,64,372,46,46,148,89,222,24,72,2
200746,LaMarcus Aldridge,LaMarcus,1610612759,SAS,31.0,72,52,20,0.722,32.4,6.9,14.6,0.477,0.3,0.8,0.411,3.1,3.8,0.812,2.4,4.9,7.3,1.9,1.4,0.6,1.2,0.4,2.2,3.3,17.3,3.8,33.1,18,0,30.5,158,19,316,36,56,35,41,141,319,347,41,51,55,146,20,57,38,160,134,202,25,169,125,49,47,34,51,27,24,54,1
203095,Evan Fournier,Evan,1610612753,ORL,24.0,68,23,45,0.338,32.8,6.0,13.7,0.439,1.9,5.3,0.356,3.3,4.1,0.805,0.6,2.4,3.1,3.0,2.1,1.0,0.1,0.9,2.6,3.1,17.2,-2.9,26.3,1,0,27.1,192,287,49,390,47,56,50,257,47,34,171,44,46,159,233,236,237,83,57,98,421,30,48,58,48,418,93,168,24,75,1
202355,Hassan Whiteside,Hassan,1610612748,MIA,28.0,77,39,38,0.506,32.6,7.0,12.6,0.557,0.0,0.0,0.0,2.9,4.6,0.628,3.8,10.3,14.1,0.7,2.0,0.7,2.1,0.8,2.9,4.0,17.0,1.3,41.6,58,0,37.5,85,109,109,213,50,34,61,38,401,451,401,57,36,391,4,1,1,344,62,159,6,42,20,33,49,111,15,4,24,23,1
201588,George Hill,George,1610612762,UTA,31.0,49,33,16,0.673,31.5,5.9,12.4,0.477,1.9,4.8,0.403,3.2,4.0,0.801,0.5,2.9,3.4,4.2,1.7,1.0,0.2,0.4,2.3,3.8,16.9,5.3,29.3,0,0,28.9,312,177,360,53,63,60,65,140,42,53,55,45,47,165,290,171,201,53,85,79,278,219,98,36,50,20,63,222,24,60,1
203999,Nikola Jokić,Nikola,1610612743,DEN,22.0,73,37,36,0.507,27.9,6.8,11.7,0.578,0.6,1.9,0.324,2.6,3.1,0.825,2.9,6.9,9.8,4.9,2.3,0.8,0.8,0.7,2.9,3.2,16.7,4.1,38.3,39,6,35.3,145,129,136,209,111,40,71,28,228,226,254,64,75,130,13,18,14,36,33,128,66,67,21,52,51,29,26,14,4,32,1
202340,Avery Bradley,Avery,1610612738,BOS,26.0,55,34,21,0.618,33.4,6.5,14.1,0.463,2.0,5.0,0.39,1.2,1.7,0.731,1.2,4.9,6.1,2.2,1.6,1.2,0.2,1.1,2.6,1.3,16.3,1.3,29.6,10,0,29.4,283,164,305,105,41,44,44,172,38,45,78,204,192,290,117,56,69,134,103,42,294,19,61,225,52,110,61,60,24,57,1
201569,Eric Gordon,Eric,1610612745,HOU,28.0,75,50,25,0.667,31.0,5.5,13.5,0.406,3.3,8.8,0.372,2.0,2.3,0.84,0.4,2.3,2.7,2.5,1.6,0.6,0.5,0.6,2.0,2.0,16.2,3.9,25.1,0,0,27.1,111,35,273,56,73,68,51,342,3,3,118,106,128,107,329,261,277,112,101,201,104,77,161,127,53,33,103,222,24,76,1
202699,Tobias Harris,Tobias,1610612765,DET,24.0,82,37,45,0.451,31.3,6.2,13.0,0.481,1.3,3.8,0.347,2.3,2.8,0.841,0.8,4.3,5.1,1.7,1.2,0.7,0.5,0.6,1.6,2.0,16.1,0.0,27.2,3,0,26.7,1,129,49,282,68,48,57,129,105,93,197,77,93,105,196,77,106,182,177,163,130,108,254,131,54,195,82,124,24,78,1
203506,Victor Oladipo,Victor,1610612760,OKC,25.0,67,39,28,0.582,33.2,6.1,13.9,0.442,1.9,5.3,0.361,1.7,2.3,0.753,0.6,3.8,4.3,2.6,1.8,1.2,0.3,0.8,2.3,1.8,15.9,2.6,27.7,3,0,27.7,202,109,238,137,44,50,46,243,43,37,154,130,132,254,250,104,140,104,83,50,223,49,101,160,55,55,75,124,24,70,1
203079,Dion Waiters,Dion,1610612748,MIA,25.0,46,27,19,0.587,30.1,6.1,14.4,0.424,1.8,4.7,0.395,1.8,2.8,0.646,0.4,2.9,3.3,4.3,2.2,0.9,0.4,0.9,2.1,2.5,15.8,1.8,28.2,2,0,28.1,324,243,327,133,83,52,43,295,51,56,68,125,92,382,327,172,208,49,46,105,149,37,150,82,56,87,74,143,24,67,1
201163,Wilson Chandler,Wilson,1610612743,DEN,30.0,71,35,36,0.493,30.9,6.1,13.2,0.461,1.5,4.6,0.337,2.0,2.7,0.727,1.5,5.0,6.5,2.0,1.6,0.7,0.4,0.5,2.4,2.2,15.7,-0.5,28.3,9,0,28.0,169,151,136,235,74,54,53,177,77,61,219,103,95,296,86,52,57,154,102,169,155,133,80,102,57,248,73,66,24,68,1
1626156,D'Angelo Russell,D'Angelo,1610612747,LAL,21.0,63,21,42,0.333,28.7,5.6,13.8,0.405,2.1,6.1,0.352,2.3,3.0,0.782,0.5,3.0,3.5,4.8,2.8,1.4,0.3,0.6,2.1,2.3,15.6,-5.7,29.2,2,0,29.3,239,303,75,392,105,65,48,344,27,22,181,76,80,201,282,157,192,40,17,31,254,95,151,93,58,476,64,143,24,58,1
201950,Jrue Holiday,Jrue,1610612740,NOP,27.0,67,32,35,0.478,32.7,6.0,13.3,0.454,1.5,4.2,0.356,1.8,2.5,0.708,0.7,3.3,3.9,7.3,2.9,1.5,0.7,0.6,2.0,2.1,15.4,0.6,34.6,16,0,32.4,202,188,147,251,49,55,52,203,86,83,170,127,116,321,220,138,164,8,15,20,84,107,171,112,59,152,42,32,24,45,1
201952,Jeff Teague,Jeff,1610612754,IND,29.0,82,42,40,0.512,32.4,4.9,11.1,0.442,1.1,3.1,0.357,4.4,5.1,0.867,0.4,3.6,4.0,7.8,2.6,1.2,0.4,1.1,2.0,4.2,15.3,0.6,34.0,16,0,31.4,1,82,93,202,57,89,86,242,135,142,163,26,30,57,321,113,156,7,19,43,174,16,160,30,60,146,47,32,24,51,1
201587,Nicolas Batum,Nicolas,1610612766,CHA,28.0,77,35,42,0.455,34.0,5.1,12.7,0.403,1.8,5.3,0.333,3.2,3.7,0.856,0.6,5.6,6.2,5.9,2.5,1.1,0.4,0.5,1.4,2.4,15.1,0.9,33.5,15,1,32.0,85,151,75,275,29,81,60,349,60,36,225,48,58,78,247,32,63,18,23,59,182,127,315,88,61,130,49,36,12,48,1
200755,JJ Redick,JJ,1610612746,LAC,33.0,78,50,28,0.641,28.2,5.1,11.4,0.445,2.6,6.0,0.429,2.3,2.6,0.891,0.1,2.1,2.2,1.4,1.3,0.7,0.2,0.2,1.6,2.1,15.0,6.1,21.1,0,0,22.9,69,35,238,79,109,85,78,232,13,24,24,78,111,37,443,291,328,218,162,180,318,315,261,120,62,10,150,222,24,117,1
203914,Gary Harris,Gary,1610612743,DEN,22.0,57,29,28,0.509,31.3,5.6,11.2,0.502,1.9,4.5,0.42,1.8,2.4,0.776,0.8,2.3,3.1,2.9,1.3,1.2,0.1,0.6,1.6,1.7,14.9,1.4,25.8,0,0,25.6,272,215,238,204,69,62,82,99,48,67,29,117,126,212,181,262,228,87,141,40,342,91,258,176,63,106,98,222,24,85,1
201586,Serge Ibaka,Serge,1610612761,TOR,27.0,79,37,42,0.468,30.7,6.0,12.4,0.48,1.6,4.0,0.391,1.4,1.6,0.856,1.6,5.2,6.8,0.9,1.3,0.5,1.6,0.4,2.7,1.6,14.8,-1.8,29.4,11,0,28.4,54,129,75,263,76,58,64,132,74,87,75,176,207,77,71,43,46,304,144,258,12,213,38,180,64,349,62,48,24,65,2
