Team,Season,Win_Pct,Num_Nodes,Num_Edges,Total_Passes,Graph_Density,Is_Connected,Num_Components,Largest_Component_Size,Largest_Component_Pct,Is_Strongly_Connected,Is_Weakly_Connected,Num_Strong_Components,Num_Weak_Components,APL,Diameter,Mean_Weighted_Degree,Std_Weighted_Degree,Max_Weighted_Degree,Min_Weighted_Degree,Degree_Equality,Degree_Centralization,Mean_Betweenness,Max_Betweenness,Std_Betweenness,Mean_Closeness,Max_Closeness,Std_Closeness,Mean_Eigenvector,Max_Eigenvector,Std_Eigenvector,Avg_Clustering,Avg_Clustering_Weighted,Transitivity,Num_Triangles,Num_Communities,Modularity,Largest_Community_Size,Smallest_Community_Size,Community_Size_Std,Gini_Coefficient,Top1_Concentration,Top2_Concentration,Top3_Concentration,Pass_Entropy,Edge_Weight_Entropy,Star_Player_Degree,Star_Player_Name,Star_Degree_Share
NYK,2015-16,0.39,12,136,27266,1.0303030303030303,True,1,12,1.0,True,True,1,1,1.0,1,4544.333333333333,2000.7246742673572,8506,1368,0.8376360349039167,0.5080905457110488,0.09015151515151515,0.8090909090909091,0.22219969468000206,1.0,1.0,0.0,0.2576763527956671,0.5025968073340524,0.1301392736388837,1.0,0.16033980622172725,1.0,220,,,,,,0.24873468788967945,0.15598180884618207,0.27747010929362576,0.3890926428519035,0.9593567645907997,0.9119094518885902,8506,Jose Calderon,0.15598180884618207
LAC,2015-16,0.646,12,135,20878,1.0227272727272727,True,1,12,1.0,True,True,1,1,1.0,1,3479.6666666666665,2188.1169733103598,9837,1289,0.7166267741018378,0.7050190837931003,0.11818181818181818,0.42727272727272725,0.14365602090270282,1.0,1.0,0.0,0.2258591423311691,0.6420247354523505,0.17978036922523558,1.0,0.05809355053855147,1.0,220,,,,,,0.3041997956381518,0.23558291024044448,0.35024906600249067,0.45152792413066384,0.9345296269490295,0.8612232223417142,9837,Chris Paul,0.23558291024044448
DEN,2015-16,0.402,14,169,19405,0.9285714285714286,True,1,14,1.0,True,True,1,1,1.0879120879120878,2,2772.1428571428573,1839.0751502217809,7534,388,0.6943882236645207,0.6806681505380735,0.1372100122100122,0.6431623931623932,0.20712869621140906,0.9283888555422168,1.0,0.0894098533422925,0.22096132621544515,0.5631360311732448,0.15034847437098606,0.9344655344655345,0.08541645301765266,0.9235807860262009,282,,,,,,0.3556668016343358,0.19412522545735636,0.3077557330584901,0.4104612213347075,0.9141571962233851,0.8771542044180898,7534,Emmanuel Mudiay,0.19412522545735636
SAC,2015-16,0.402,12,137,22475,1.0378787878787878,True,1,12,1.0,True,True,1,1,1.0,1,3745.8333333333335,2734.532435150274,10620,1061,0.6523459837091474,0.7061290874850197,0.08446969696969697,0.2590909090909091,0.10038593456548511,1.0,1.0,0.0,0.23845450991063175,0.5799773279606936,0.16270457902780047,1.0,0.0811378066911407,1.0,220,,,,,,0.3813978494623656,0.23626251390433817,0.39087875417130147,0.5193993325917686,0.9051307672073798,0.8612924025628366,10620,Rajon Rondo,0.23626251390433817
MEM,2015-16,0.512,13,134,11065,0.8589743589743589,True,1,13,1.0,True,True,1,1,1.1538461538461537,2,1702.3076923076924,1501.090392635935,5479,300,0.5625668428557896,0.7467451481413884,0.10547785547785549,0.38636363636363635,0.11735228032033665,0.8807021033265379,1.0,0.10909700022580686,0.19796460610185573,0.6244124472300813,0.19425007504249261,0.8997058497058497,0.049158342738413366,0.8784,183,,,,,,0.464639021168619,0.24758246723904204,0.3903750564844103,0.5323994577496611,0.8578349694214134,0.8212976697048308,5479,Mike Conley,0.24758246723904204
TOR,2015-16,0.683,12,132,23256,1.0,True,1,12,1.0,True,True,1,1,1.0151515151515151,2,3876.0,2974.4951392351163,10851,495,0.6293568630675284,0.7012340714303668,0.09280303030303029,0.9136363636363636,0.25353871758201213,0.986111111111111,1.0,0.031056499687497092,0.24532376801472508,0.5756665484036562,0.15214986750040455,0.9848484848484849,0.1189267282330707,0.984375,210,,,,,,0.41204420364637084,0.23329463364293085,0.3900713794289646,0.5418386652906777,0.8887844444546211,0.8473225480264353,10851,Kyle Lowry,0.23329463364293085
WAS,2015-16,0.5,14,172,22138,0.945054945054945,True,1,14,1.0,True,True,1,1,1.054945054945055,2,3162.5714285714284,2782.0392498588335,11325,231,0.5637517359882107,0.7761861096960435,0.10767704517704516,0.41666666666666663,0.1578348684433505,0.9528061224489797,1.0,0.06521338281206232,0.21301361309483272,0.6021427640920903,0.1614118089386781,0.9547119547119547,0.08212121635969796,0.950920245398773,310,,,,,,0.44425228759857,0.25578191345198303,0.3679645857801066,0.48010208690938655,0.8683790420291176,0.8378938046587879,11325,John Wall,0.25578191345198303
IND,2015-16,0.549,12,135,22242,1.0227272727272727,True,1,12,1.0,True,True,1,1,1.0,1,3707.0,2543.510304022114,8452,720,0.6799094222584894,0.612442455793142,0.1340909090909091,0.7363636363636363,0.23127163736163994,1.0,1.0,0.0,0.24411909288369368,0.50524704146014,0.15407531217873893,1.0,0.14514722675157746,1.0,220,,,,,,0.3700881215718011,0.19000089919971225,0.3732802805503102,0.5237388724035609,0.9085515900510656,0.8728996082566319,8452,George Hill,0.19000089919971225
PHI,2015-16,0.122,12,134,23578,1.0151515151515151,True,1,12,1.0,True,True,1,1,1.0,1,3929.6666666666665,1971.273714012226,7392,1288,0.798950754749674,0.5109700905155451,0.08421717171717173,0.5893939393939395,0.17263028724673524,1.0,1.0,0.0,0.2652949188177757,0.43056482423787246,0.11380658760723432,1.0,0.21889649525245994,1.0,220,,,,,,0.27965688353549917,0.15675629824412587,0.3102680464840105,0.42005259139876155,0.9469465329656498,0.9132206893791305,7392,Ish Smith,0.15675629824412587
DAL,2015-16,0.512,14,177,26362,0.9725274725274725,True,1,14,1.0,True,True,1,1,1.043956043956044,2,3766.0,2703.807209948858,9588,571,0.6598677997810164,0.6539263823368955,0.11309523809523811,0.47435897435897434,0.16474674571985154,0.9624574829931972,1.0,0.06329165946349209,0.2193211570697921,0.5064307744225992,0.15273114119307496,0.9622877122877123,0.12292051839206429,0.9590409590409591,320,,,,,,0.40271711446129166,0.1818526667172445,0.3141453607465291,0.4390979440103179,0.8978993019505174,0.8716812008123079,9588,Deron Williams,0.1818526667172445
CLE,2015-16,0.695,11,114,21509,1.0363636363636364,True,1,11,1.0,True,True,1,1,1.0,1,3910.7272727272725,2272.9934644112373,8377,1051,0.7474864714116463,0.5864748716724364,0.12171717171717172,0.6444444444444445,0.2033454009977306,1.0,1.0,0.0,0.2619482388730357,0.5161744277884793,0.14930576365434103,1.0,0.14498420349428034,1.0,165,,,,,,0.3218103204155554,0.19473243758426706,0.3382072620763401,0.481100934492538,0.9300384356966972,0.88778215120891,8377,LeBron James,0.19473243758426706
HOU,2015-16,0.5,10,90,16647,1.0,True,1,10,1.0,True,True,1,1,1.0222222222222221,2,3329.4,2304.725805817256,8478,917,0.6760462624308965,0.6747660611779508,0.14583333333333331,0.5694444444444444,0.2073355737046993,0.9800000000000001,1.0,0.039999999999999994,0.2714884767258199,0.5850193584183858,0.1621542691546972,0.9777777777777779,0.13827269655019017,0.9767441860465116,112,,,,,,0.36965218958370877,0.2546404757613985,0.4283354358142608,0.5795038145011113,0.9044500641082523,0.8738212635589577,8478,James Harden,0.2546404757613985
