Team,Season,Win_Pct,Num_Nodes,Num_Edges,Total_Passes,Graph_Density,Is_Connected,Num_Components,Largest_Component_Size,Largest_Component_Pct,Is_Strongly_Connected,Is_Weakly_Connected,Num_Strong_Components,Num_Weak_Components,APL,Diameter,Mean_Weighted_Degree,Std_Weighted_Degree,Max_Weighted_Degree,Min_Weighted_Degree,Degree_Equality,Degree_Centralization,Mean_Betweenness,Max_Betweenness,Std_Betweenness,Mean_Closeness,Max_Closeness,Std_Closeness,Mean_Eigenvector,Max_Eigenvector,Std_Eigenvector,Avg_Clustering,Avg_Clustering_Weighted,Transitivity,Num_Triangles,Num_Communities,Modularity,Largest_Community_Size,Smallest_Community_Size,Community_Size_Std,Gini_Coefficient,Top1_Concentration,Top2_Concentration,Top3_Concentration,Pass_Entropy,Edge_Weight_Entropy,Star_Player_Degree,Star_Player_Name,Star_Degree_Share
DET,2016-17,0.451,11,108,21267,0.9818181818181818,True,1,11,1.0,True,True,1,1,1.018181818181818,2,3866.7272727272725,2024.6134576487834,7727,674,0.7848334874704412,0.5495405720201889,0.10707070707070708,0.8,0.22903803747399196,0.9834710743801653,1.0,0.03506314617453956,0.2680178548189944,0.5060194617779902,0.13811415715745917,0.9818181818181817,0.14620884336197695,0.9811320754716981,156,,,,,,0.2960369672176697,0.18166643156063383,0.32012037428880424,0.4478534819203461,0.9372649787600562,0.8916587525057025,7727,Ish Smith,0.18166643156063383
GSW,2016-17,0.817,11,113,22487,1.0272727272727273,True,1,11,1.0,True,True,1,1,1.018181818181818,2,4088.5454545454545,2312.792973623661,8505,1040,0.7575817288556262,0.5712051734273956,0.09494949494949495,0.4444444444444445,0.14932422684202035,0.9834710743801653,1.0,0.03506314617453956,0.26231968998102084,0.5085374416770525,0.14865218181161016,0.9818181818181817,0.15230016572461358,0.9811320754716981,156,,,,,,0.3104419927473247,0.18910926312980833,0.3672566371681416,0.4769644683594966,0.9347714189868649,0.8979486818155819,8505,Stephen Curry,0.18910926312980833
CLE,2016-17,0.622,13,132,19133,0.8461538461538461,True,1,13,1.0,True,True,1,1,1.1538461538461537,2,2943.5384615384614,2656.8757423069624,8941,326,0.5510522282233773,0.7266804607985684,0.12024087024087023,0.5277777777777777,0.17088541893509698,0.8854069007915163,1.0,0.10726087980045952,0.20810213905213568,0.5629681489580909,0.18334823872893494,0.951048951048951,0.06987401513305452,0.942457231726283,202,,,,,,0.4609353955509812,0.2336538964093451,0.4502430355929546,0.5577536194010349,0.8587485583634795,0.8376704101860594,8941,LeBron James,0.2336538964093451
MEM,2016-17,0.524,14,181,23641,0.9945054945054945,True,1,14,1.0,True,True,1,1,1.010989010989011,2,3377.285714285714,2480.0918309199596,9152,739,0.6496619286453572,0.6795151963421194,0.13232600732600733,0.6346153846153846,0.2161448614900345,0.9897959183673469,1.0,0.024994793293705884,0.21615833510456378,0.5496964858633141,0.15717552479121724,0.989010989010989,0.05936866719673782,0.9887640449438202,352,,,,,,0.38864079957942316,0.1935620320629415,0.36244236707415084,0.46954443551457214,0.9072703486771295,0.8683879970923867,9152,Mike Conley,0.1935620320629415
MIN,2016-17,0.378,11,110,21916,1.0,True,1,11,1.0,True,True,1,1,1.0363636363636364,2,3984.7272727272725,2681.675191873681,10059,469,0.6882722800471908,0.6642509195745104,0.11414141414141414,0.6666666666666667,0.24269765726423234,0.9683195592286501,1.0,0.054993015916465916,0.2388371383024669,0.6146603685107469,0.18402693356294134,0.9676767676767678,0.08927859273163298,0.9652173913043478,148,,,,,,0.369310922696577,0.22948987041430918,0.39108413944150394,0.5119775506479285,0.9063497748370264,0.8501703926254403,10059,Ricky Rubio,0.22948987041430918
BKN,2016-17,0.244,15,203,20704,0.9666666666666667,True,1,15,1.0,True,True,1,1,1.0380952380952382,2,2760.5333333333333,1484.4595814264828,4855,416,0.7756938779463619,0.4622186258643519,0.11978021978021978,0.47802197802197804,0.15887515684050696,0.9665686274509805,1.0,0.05374963676638441,0.22666096802804203,0.42217694492453756,0.12365869253415859,0.9672771672771673,0.12264214812215309,0.9652173913043478,407,,,,,,0.3060439206594539,0.11724787480680061,0.2260432766615147,0.33225463678516226,0.9370269337844923,0.9023521827536564,4855,Trevor Booker,0.11724787480680061
CHI,2016-17,0.5,15,202,19455,0.9619047619047619,True,1,15,1.0,True,True,1,1,1.0285714285714285,2,2594.0,1880.521168896183,6657,168,0.6555000106573708,0.6539303418528295,0.10805860805860808,0.7225274725274726,0.19640861174068516,0.9738888888888889,1.0,0.0393072732251305,0.21067664517111423,0.5063747221345473,0.14927162438357497,0.971883671883672,0.1121972916736278,0.9712732919254659,417,,,,,,0.3952608583911591,0.17108712413261373,0.33024929324081215,0.44063222821896686,0.905079950186508,0.8700113426742296,6657,Jimmy Butler III,0.17108712413261373
SAC,2016-17,0.39,14,174,16089,0.9560439560439561,True,1,14,1.0,True,True,1,1,1.054945054945055,2,2298.4285714285716,1339.9192787139782,5564,673,0.7463487277089497,0.6320577337831113,0.11355311355311355,0.43269230769230765,0.14247359755153038,0.9546485260770975,1.0,0.07264203392127594,0.2321629277293624,0.5210856567490728,0.13239692751987223,0.9633699633699634,0.12777148781440403,0.9592668024439919,314,,,,,,0.30287330296653436,0.17291317048915408,0.32230095096028344,0.4165268195661632,0.9424392104385747,0.9040932015347025,5564,Darren Collison,0.17291317048915408
WAS,2016-17,0.598,13,153,20704,0.9807692307692307,True,1,13,1.0,True,True,1,1,1.0384615384615385,2,3185.230769230769,2571.8423852246215,10449,899,0.6053492663032826,0.7530943949979264,0.09761072261072262,0.32954545454545453,0.1103362477495234,0.9653423499577347,1.0,0.046790710069646815,0.19834121371533817,0.6292742657966068,0.1938655200519253,0.9619269619269619,0.0477040937093326,0.9609079445145019,254,,,,,,0.40207392105576034,0.252342542503864,0.39151854714064915,0.5019319938176198,0.8939833802418087,0.8294286004809013,10449,John Wall,0.252342542503864
LAL,2016-17,0.317,14,174,17892,0.9560439560439561,True,1,14,1.0,True,True,1,1,1.043956043956044,2,2556.0,1759.800638059404,6505,685,0.678412537917088,0.6537692898953468,0.14423076923076922,0.6955128205128205,0.19673251926505805,0.9605442176870749,1.0,0.049402932395551845,0.22209209147565415,0.5370763770505662,0.14867304507724693,0.9572760572760572,0.09432212998617936,0.9559118236472945,318,,,,,,0.37165053814953214,0.18178515537670467,0.3185222445785826,0.450760116253074,0.9156070250751501,0.8754320984720367,6505,D'Angelo Russell,0.18178515537670467
CHA,2016-17,0.439,11,107,20712,0.9727272727272728,True,1,11,1.0,True,True,1,1,1.0363636363636364,2,3765.818181818182,2740.644642753095,10191,140,0.6537454761474474,0.6935236973800412,0.1505050505050505,0.8444444444444444,0.25475780784721086,0.9683195592286502,1.0,0.054993015916465916,0.23776987383955683,0.6206296396466982,0.18540382413373288,0.9676767676767678,0.06430229590393093,0.9652173913043478,148,,,,,,0.39065627304329503,0.24601680185399769,0.40602066434916956,0.546398223252221,0.8911214109548216,0.8406597047460687,10191,Kemba Walker,0.24601680185399769
NYK,2016-17,0.378,13,158,19517,1.0128205128205128,True,1,13,1.0,True,True,1,1,1.0128205128205128,2,3002.6153846153848,1886.2595277207108,7656,520,0.7170298066910846,0.6584595959595959,0.10256410256410256,0.7575757575757576,0.20722827040595637,0.9881656804733728,1.0,0.027753939407239213,0.2286381323997323,0.5571338016555611,0.15699580037644126,0.9871794871794872,0.1118048081635849,0.9868421052631579,275,,,,,,0.3353329050413643,0.1961367013372957,0.3298662704309064,0.44486857611313213,0.926184309211063,0.8843431052731483,7656,Derrick Rose,0.1961367013372957
HOU,2016-17,0.671,11,109,19403,0.990909090909091,True,1,11,1.0,True,True,1,1,1.0363636363636364,2,3527.818181818182,2854.3465680569543,11477,187,0.6043619066405015,0.7618802823037379,0.12020202020202021,0.9333333333333333,0.26658534878901413,0.9683195592286502,1.0,0.054993015916465916,0.2474826856325806,0.6345451817479817,0.17222488560360902,0.9676767676767678,0.08985497190267172,0.9652173913043478,148,,,,,,0.3929101872718839,0.2957532340359738,0.41941967736947894,0.5350461268875947,0.8814894164184249,0.8330594952586808,11477,James Harden,0.2957532340359738
TOR,2016-17,0.622,13,150,19434,0.9615384615384616,True,1,13,1.0,True,True,1,1,1.0384615384615385,2,2989.846153846154,2124.125370997667,7081,735,0.6645692612153709,0.6259120651508733,0.1145104895104895,0.5189393939393939,0.1411375714087879,0.9661876584953508,1.0,0.05391451806966011,0.2289363950273062,0.5141870814892424,0.15656054405557657,0.9657342657342658,0.08447567901248124,0.9634760705289672,255,,,,,,0.3828262917487987,0.1821807142122054,0.34280127611402694,0.4998713594730884,0.9072251672353276,0.8665617521119602,7081,Kyle Lowry,0.1821807142122054
DEN,2016-17,0.488,13,144,21066,0.9230769230769231,True,1,13,1.0,True,True,1,1,1.0769230769230769,2,3240.923076923077,1954.7927476820996,6852,13,0.7332447597078761,0.5709281961471103,0.1555944055944056,0.5909090909090909,0.2078664058571446,0.9388560157790928,1.0,0.08682982525860015,0.2369047216548376,0.5006456285584685,0.14421938073893134,0.9580419580419581,0.11615022760173002,0.951417004048583,235,,,,,,0.3380949251071723,0.16263172885217886,0.31505743852653567,0.418565460932308,0.9177121168185147,0.9025956994529306,6852,Jameer Nelson,0.16263172885217886
SAS,2016-17,0.744,12,137,23014,1.0378787878787878,True,1,12,1.0,True,True,1,1,1.0,1,3835.6666666666665,1674.8712056619624,6808,1354,0.8398636576101716,0.4762845849802372,0.10189393939393938,0.5409090909090909,0.14917655445320743,1.0,1.0,0.0,0.26148077742529213,0.43760190411219824,0.12231572413389112,1.0,0.20026269126447407,1.0,220,,,,,,0.249065786043278,0.14790996784565916,0.2826540366733293,0.40049535065612235,0.9606774744349422,0.9140044359545221,6808,Patty Mills,0.14790996784565916
PHI,2016-17,0.341,11,107,21048,0.9727272727272728,True,1,11,1.0,True,True,1,1,1.0363636363636364,2,3826.909090909091,2194.130287610165,8636,981,0.7526029786005208,0.612552107457156,0.1191919191919192,0.7444444444444445,0.22217630379581566,0.9683195592286502,1.0,0.054993015916465916,0.2695019841712531,0.5254720629862851,0.13519530848682798,0.9676767676767678,0.11677977391988964,0.9652173913043478,148,,,,,,0.3085976642133997,0.20515013302926643,0.35357278601292286,0.4997624477385025,0.9349487296711089,0.8968698638393497,8636,T.J. McConnell,0.20515013302926643
DAL,2016-17,0.402,12,119,13924,0.9015151515151515,True,1,12,1.0,True,True,1,1,1.106060606060606,2,2320.6666666666665,1286.6487693055767,4418,36,0.7648807364533581,0.5178813942960616,0.13939393939393938,0.5,0.17923672472303173,0.916101055806938,1.0,0.09373472574586839,0.25533119906690344,0.46169921214823056,0.13468226355534216,0.939057239057239,0.20869522092351786,0.9291044776119403,166,,,,,,0.3151692521306138,0.1586469405343292,0.2874174087905774,0.41371014076414825,0.9224096576214258,0.9138690806463304,4418,Seth Curry,0.1586469405343292
ATL,2016-17,0.524,13,157,22422,1.0064102564102564,True,1,13,1.0,True,True,1,1,1.0,1,3449.5384615384614,2409.7600140768764,9834,770,0.6720400762989248,0.7033251982916412,0.09498834498834499,0.5265151515151515,0.16777195970681166,1.0,1.0,0.0,0.22377998466893892,0.589372326614196,0.1638462553268959,1.0,0.07165816607578324,1.0,286,,,,,,0.3683538832053683,0.2192935509767193,0.3497680849165998,0.4547765587369548,0.9123399156240579,0.8637593849866652,9834,Dennis Schröder,0.2192935509767193
MIA,2016-17,0.5,12,130,20592,0.9848484848484849,True,1,12,1.0,True,True,1,1,1.0303030303030303,2,3432.0,2202.545194390647,8650,877,0.7082829152305592,0.6580767209668944,0.1303030303030303,0.6045454545454545,0.1992611467179897,0.9722222222222222,1.0,0.039283710065919325,0.2515124941332687,0.5145599604872787,0.14168556252560033,0.9683501683501684,0.14551174229964467,0.967741935483871,200,,,,,,0.3441344535094535,0.21003302253302253,0.3513986013986014,0.4923271173271173,0.922348052368472,0.8964284666481984,8650,Goran Dragic,0.21003302253302253
MIL,2016-17,0.512,14,156,21874,0.8571428571428571,True,1,14,1.0,True,True,1,1,1.1538461538461537,2,3124.8571428571427,2477.528920319682,8881,9,0.6140228128901664,0.6979983196625467,0.09935897435897435,0.43269230769230765,0.13707846062539308,0.8844812925170069,1.0,0.1043864213285053,0.21621732836315916,0.5519150754204872,0.15709436127394658,0.9485070485070485,0.08792804521396527,0.9436964504283966,257,,,,,,0.4274709701014904,0.20300356587729726,0.35165036115936726,0.4990628143000823,0.8791577631937998,0.8743993444335867,8881,Giannis Antetokounmpo,0.20300356587729726
ORL,2017-18,0.305,14,180,18348,0.989010989010989,True,1,14,1.0,True,True,1,1,1.032967032967033,2,2621.1428571428573,1629.3732737792539,6477,818,0.7212820596159581,0.6411087754302205,0.07852564102564104,0.391025641025641,0.13064724208484058,0.9693877551020409,1.0,0.035347975664670954,0.232349839788929,0.5083025691655353,0.13206863131959248,0.965034965034965,0.11045766973250522,0.9647058823529412,328,,,,,,0.34208477373945,0.1765042511445389,0.3020765206017005,0.41683017222585567,0.9289864270352699,0.8929985844231841,6477,D.J. Augustin,0.1765042511445389
BOS,2017-18,0.671,13,156,22865,1.0,True,1,13,1.0,True,True,1,1,1.0,1,3517.6923076923076,1972.8354598088738,6835,756,0.760726510296268,0.5257863935625458,0.07721445221445222,0.6098484848484849,0.16321750478724656,1.0,1.0,0.0,0.24418693728801208,0.4601054786478908,0.1315135604452155,1.0,0.13648141435718328,1.0,286,,,,,,0.31468653804100993,0.14946424666520883,0.29466433413514104,0.4317953203586267,0.9378956227333684,0.906652831001971,6835,Terry Rozier,0.14946424666520883
IND,2017-18,0.585,12,129,23193,0.9772727272727273,True,1,12,1.0,True,True,1,1,1.0151515151515151,2,3865.5,2376.4894452392027,7280,507,0.7257037860362425,0.5116633366633366,0.1178030303030303,0.5242424242424242,0.17681686725381868,0.986111111111111,1.0,0.031056499687497092,0.2456285933822372,0.42996600696454723,0.15165726967869664,0.9848484848484849,0.1565536322620465,0.984375,210,,,,,,0.34622874717946506,0.15694390548872506,0.3019876686931402,0.4448324925624111,0.909522012148227,0.8746676834337589,7280,Darren Collison,0.15694390548872506
POR,2017-18,0.598,10,94,20142,1.0444444444444445,True,1,10,1.0,True,True,1,1,1.0,1,4028.4,2164.3222126106825,8690,1592,0.7760030571868499,0.5960363124920087,0.13333333333333333,0.6388888888888888,0.21365427247810456,1.0,1.0,0.0,0.28230491707477595,0.5524638356753648,0.14249187273456645,1.0,0.12306284526468207,1.0,120,,,,,,0.2926819580975077,0.21571839936451195,0.38082116969516433,0.5162347333929104,0.941395327819662,0.8960078429780759,8690,Damian Lillard,0.21571839936451195
UTA,2017-18,0.585,12,128,21181,0.9696969696969697,True,1,12,1.0,True,True,1,1,1.0303030303030303,2,3530.1666666666665,2310.515593012857,8443,1321,0.7000946821077049,0.6347808297352299,0.11136363636363635,0.44999999999999996,0.16553507031481948,0.9722222222222222,1.0,0.039283710065919325,0.24307783277165818,0.5339137283344516,0.1557128785565507,0.9683501683501684,0.12174997776500557,0.967741935483871,200,,,,,,0.35213162740191684,0.1993059817761201,0.3520608092158066,0.4940748784287805,0.9190079450695223,0.8828730723835251,8443,Ricky Rubio,0.1993059817761201
OKC,2017-18,0.585,12,126,19802,0.9545454545454546,True,1,12,1.0,True,True,1,1,1.0303030303030303,2,3300.3333333333335,2819.240007913874,10783,504,0.5781326106560774,0.757016515896234,0.12045454545454544,0.5636363636363636,0.2008633226354809,0.9732905982905983,1.0,0.04915691055695446,0.22049575318533007,0.6372960002596764,0.18631950021553664,0.9727272727272727,0.05507731865334062,0.9710144927536232,201,,,,,,0.4421144328855671,0.2722704777295223,0.4167760832239168,0.5406777093222906,0.8687684948022809,0.8126252978704024,10783,Russell Westbrook,0.2722704777295223
LAL,2017-18,0.427,11,108,15097,0.9818181818181818,True,1,11,1.0,True,True,1,1,1.018181818181818,2,2744.909090909091,1595.0767695714355,5512,310,0.7475621148871112,0.5522133526850508,0.11969696969696969,0.7166666666666667,0.20586740794530087,0.9834710743801653,1.0,0.03506314617453956,0.25788223267640514,0.5200544675797775,0.15622370171943617,0.9818181818181817,0.15466287838168888,0.9811320754716981,156,,,,,,0.3262960130549718,0.18255282506458237,0.3310260316619196,0.46058819633039677,0.9213393502461025,0.892156577990479,5512,Lonzo Ball,0.18255282506458237
PHX,2017-18,0.256,14,176,17625,0.967032967032967,True,1,14,1.0,True,True,1,1,1.021978021978022,2,2517.8571428571427,1505.3638789884874,5980,399,0.73667292318041,0.6234885515821971,0.10225885225885224,0.6047008547008547,0.1639095370407452,0.979591836734694,1.0,0.03226813938947325,0.22957280347593084,0.5051875019065128,0.13683895400350393,0.9773559773559773,0.10966113219602358,0.9770114942528736,340,,,,,,0.33063019250253295,0.169645390070922,0.29912056737588655,0.41313475177304965,0.9309261048329379,0.8985706436384778,5980,Tyler Ulis,0.169645390070922
BKN,2017-18,0.341,13,149,22215,0.9551282051282052,True,1,13,1.0,True,True,1,1,1.0256410256410255,2,3417.6923076923076,2140.399832691776,8191,598,0.7182800050790125,0.6313128230171327,0.10421522921522922,0.571969696969697,0.17313860995706315,0.9771766694843619,1.0,0.044263829117788825,0.239371092002802,0.5016700538839621,0.14008767696147664,0.9766899766899767,0.12488905253097224,0.9754601226993865,265,,,,,,0.3442684256998909,0.18435741616025209,0.29957236101733065,0.4094755795633581,0.9165291587954721,0.8905868597694387,8191,Spencer Dinwiddie,0.18435741616025209
PHI,2017-18,0.634,13,150,25310,0.9615384615384616,True,1,13,1.0,True,True,1,1,1.0384615384615385,2,3893.846153846154,3029.087418962348,11838,876,0.6229931134115516,0.7269949878920989,0.12907925407925408,0.5189393939393939,0.18100574567089622,0.9653423499577346,1.0,0.04679071006964682,0.22432040813486906,0.5853282356342423,0.1631055836483923,0.9619269619269619,0.07488120203660502,0.9609079445145019,254,,,,,,0.40227638817129135,0.23386013433425523,0.3566179375740814,0.4787435796128013,0.8933269428771055,0.8625497118998681,11838,Ben Simmons,0.23386013433425523
DET,2017-18,0.476,14,148,16393,0.8131868131868132,True,1,14,1.0,True,True,1,1,1.1758241758241759,2,2341.8571428571427,1675.8490750807425,6379,61,0.6613348958460802,0.6815633026637886,0.13682844932844931,0.6207264957264956,0.17488320198307028,0.8675104132562116,1.0,0.11301594002050404,0.2196386542612582,0.558020781349076,0.15227420327447105,0.8930930180930181,0.09759149625897533,0.8722294654498044,223,,,,,,0.39228416310097514,0.19456475324833772,0.33004941133410604,0.45607881412798146,0.9000666918339129,0.8722815631792442,6379,Ish Smith,0.19456475324833772
GSW,2017-18,0.707,14,185,25217,1.0164835164835164,True,1,14,1.0,True,True,1,1,1.0,1,3602.4285714285716,1832.5238144734287,7885,1730,0.7944283462966168,0.5849080532656944,0.0711996336996337,0.36538461538461536,0.10255822564599064,1.0,1.0,0.0,0.236051572421244,0.4812664440536627,0.12533246421430333,1.0,0.1598795197812978,1.0,364,,,,,,0.2719423971357191,0.1563429432525677,0.2786215648173851,0.39108537891105205,0.9549828005960397,0.9209205360979296,7885,Draymond Green,0.1563429432525677
MEM,2017-18,0.268,13,155,20592,0.9935897435897436,True,1,13,1.0,True,True,1,1,1.0,1,3168.0,1922.6748595081322,7684,919,0.7308159302576483,0.6366909595696686,0.09265734265734266,0.5530303030303031,0.1532290547983247,1.0,1.0,0.0,0.23693679420478764,0.5499511165372316,0.14416668295773144,1.0,0.1349993520941593,1.0,286,,,,,,0.3307109557109557,0.18657731157731158,0.3125,0.4293900543900544,0.9315372891720112,0.9018568225379529,7684,Marc Gasol,0.18657731157731158
MIN,2017-18,0.573,10,89,22294,0.9888888888888889,True,1,10,1.0,True,True,1,1,1.0,1,4458.8,2291.8089710968493,8618,185,0.7910186355339182,0.5362419741626054,0.10694444444444444,0.9583333333333333,0.28572317281151954,1.0,1.0,0.0,0.269791142022075,0.558511015604371,0.16496284335093334,1.0,0.11939420622535919,1.0,120,,,,,,0.2848793397326635,0.19328070332824976,0.35664304297120303,0.4735579079572979,0.9309842348606507,0.880761111071343,8618,Jeff Teague,0.19328070332824976
NOP,2017-18,0.585,13,143,19101,0.9166666666666666,True,1,13,1.0,True,True,1,1,1.1153846153846154,2,2938.6153846153848,2684.9381754366636,8399,63,0.5450181631951684,0.7043001150930667,0.11567599067599069,0.8030303030303031,0.2217253013489059,0.9077221421112823,1.0,0.09725035105167246,0.20647650566680606,0.5206370206508567,0.18517702214557383,0.9203574203574204,0.08412384532128975,0.9057437407952872,205,,,,,,0.5047379718339354,0.21985759907858227,0.4011831841264855,0.5549185906497042,0.8272208616096927,0.8066400661439418,8399,Jrue Holiday,0.21985759907858227
LAC,2017-18,0.512,14,173,18150,0.9505494505494505,True,1,14,1.0,True,True,1,1,1.043956043956044,2,2592.8571428571427,1609.108664409446,5966,594,0.7219510218222867,0.6088862528688207,0.15384615384615383,0.673076923076923,0.20680972879463402,0.9610969387755103,1.0,0.05310244792899519,0.21718913659047182,0.5258413971092644,0.15574803490142922,0.9593684093684093,0.08246205363425532,0.9579579579579579,319,,,,,,0.336017316017316,0.1643526170798898,0.315068870523416,0.4387603305785124,0.9313552437840943,0.8972596296696198,5966,Lou Williams,0.1643526170798898
MIA,2017-18,0.537,13,147,23281,0.9423076923076923,True,1,13,1.0,True,True,1,1,1.0384615384615385,2,3581.6923076923076,2388.3776078403384,8973,215,0.6922037222168619,0.6509064229726216,0.10635198135198135,0.8257575757575758,0.23506673415143467,0.9661876584953508,1.0,0.05391451806966011,0.23566369512149207,0.536568976834661,0.14623850288060722,0.9657342657342658,0.11610557317280386,0.9634760705289672,255,,,,,,0.37186150475957613,0.19271079420987072,0.33387741076414246,0.44768265967956705,0.9077848679267213,0.8929348130434933,8973,Goran Dragic,0.19271079420987072
CHI,2017-18,0.329,15,198,21385,0.9428571428571428,True,1,15,1.0,True,True,1,1,1.0476190476190477,2,2851.3333333333335,1774.6009754934269,6042,409,0.7207977694964205,0.5658012956920604,0.1156898656898657,0.47710622710622713,0.1667586915590185,0.9576797385620915,1.0,0.05299309565829563,0.21897877941104993,0.4226710101127,0.1368026346029688,0.9556532356532356,0.10508618746695819,0.9539951573849879,394,,,,,,0.34899228431143325,0.14126724339490296,0.2732990413841478,0.40476969838671967,0.9273905077630102,0.8813898058456412,6042,Lauri Markkanen,0.14126724339490296
SAC,2017-18,0.329,12,136,20429,1.0303030303030303,True,1,12,1.0,True,True,1,1,1.0,1,3404.8333333333335,1690.8996044183764,7560,500,0.80216335175977,0.5995911495911496,0.08106060606060606,0.9727272727272727,0.2688476155818392,1.0,1.0,0.0,0.2596468500067663,0.5359373916290565,0.12616198561728953,1.0,0.14563343483828387,1.0,220,,,,,,0.26226605968639355,0.18503108326398746,0.3112731900729355,0.41918351363258116,0.9497860349438968,0.9141406391023292,7560,De'Aaron Fox,0.18503108326398746
WAS,2017-18,0.524,12,128,23133,0.9696969696969697,True,1,12,1.0,True,True,1,1,1.0303030303030303,2,3855.5,1883.5014600472175,8242,795,0.8073273133874902,0.5805960600913282,0.11287878787878786,0.6636363636363636,0.18994918609091851,0.9722222222222222,1.0,0.039283710065919325,0.25468253963016857,0.5361175978600308,0.135904883432719,0.9683501683501684,0.14319439522510227,0.967741935483871,200,,,,,,0.26801899162812143,0.17814377728785719,0.300609518869148,0.4084857130506203,0.9512671877539337,0.9071379859021135,8242,Bradley Beal,0.17814377728785719
HOU,2017-18,0.793,13,133,19520,0.8525641025641025,True,1,13,1.0,True,True,1,1,1.141025641025641,2,3003.076923076923,2363.356103300118,8888,21,0.6175375588062378,0.7172967296729673,0.10168997668997667,0.625,0.19047387998128282,0.8934911242603552,1.0,0.11166983301382674,0.21817037770340167,0.5740417377649557,0.171244746534987,0.9277389277389277,0.07265293622347167,0.9096477794793262,198,,,,,,0.4202001891551072,0.2276639344262295,0.39052254098360656,0.5051997950819672,0.8821705174826163,0.8729500576341307,8888,James Harden,0.2276639344262295
SAS,2017-18,0.573,11,110,22724,1.0,True,1,11,1.0,True,True,1,1,1.0,1,4131.636363636364,1454.3075373603551,6148,2210,0.8897595480865276,0.3607677293428757,0.09191919191919191,0.45555555555555555,0.1246400797277642,1.0,1.0,0.0,0.28274068219817083,0.4129303139884898,0.10472247867198264,1.0,0.2675544034943192,1.0,165,,,,,,0.1985365892688547,0.13527547966907236,0.2692527723992255,0.3986093997535645,0.9738169132298558,0.9470043784194293,6148,Dejounte Murray,0.13527547966907236
TOR,2017-18,0.72,12,112,23155,0.8484848484848485,True,1,12,1.0,True,True,1,1,1.1363636363636365,2,3859.1666666666665,2352.7864980817017,8942,6,0.7290290186860366,0.6200971920050427,0.13484848484848486,0.43636363636363634,0.1382113870543177,0.8976045883940621,1.0,0.10819404616911649,0.23373653147064158,0.5752407584761341,0.16941241745930874,0.9479797979797979,0.08671383985400273,0.9352941176470588,159,,,,,,0.33106600446267903,0.19309004534657742,0.34985964154610233,0.44895270999784065,0.9163019682502141,0.8798542903399511,8942,Kyle Lowry,0.19309004534657742
CLE,2017-18,0.61,12,130,13483,0.9848484848484849,True,1,12,1.0,True,True,1,1,1.0151515151515151,2,2247.1666666666665,1753.7245048435886,7631,736,0.6214851467709892,0.7696596418913284,0.07272727272727272,0.4318181818181818,0.12097514714144934,0.986111111111111,1.0,0.031056499687497092,0.237411471446034,0.6439444520677504,0.16422279549186317,0.9848484848484849,0.07840214535916015,0.984375,210,,,,,,0.34734480456871614,0.2829859823481421,0.3888971297189053,0.4911369873173626,0.9086539905073491,0.8608682378751215,7631,LeBron James,0.2829859823481421
CHA,2017-18,0.439,14,179,22578,0.9835164835164835,True,1,14,1.0,True,True,1,1,1.043956043956044,2,3225.4285714285716,2553.550153757529,10386,393,0.6147119262295164,0.7424787806070302,0.13347069597069597,0.5448717948717948,0.1864476791814433,0.9624574829931972,1.0,0.06329165946349209,0.1968687656780513,0.6260360225917895,0.18075193091353667,0.9622877122877123,0.049540233467161,0.9590409590409591,320,,,,,,0.410658922085975,0.2300026574541589,0.340663477721676,0.44800248029054834,0.8907310111352831,0.8244662190274676,10386,Kemba Walker,0.2300026574541589
NYK,2017-18,0.354,14,169,21303,0.9285714285714286,True,1,14,1.0,True,True,1,1,1.065934065934066,2,3043.285714285714,1669.600312674154,6194,439,0.7686505291258473,0.5478006010779662,0.09523809523809523,0.516025641025641,0.14687956717512585,0.9427295918367348,1.0,0.06429680655572186,0.22960528484763815,0.48363428501583805,0.1367844457480688,0.9406870906870907,0.09583834221725021,0.9371069182389937,298,,,,,,0.3087794475627175,0.14537858517579683,0.2651504482936676,0.36628643852978454,0.9339664973301718,0.8889941336242412,6194,Jarrett Jack,0.14537858517579683
ATL,2017-18,0.293,12,132,17839,1.0,True,1,12,1.0,True,True,1,1,1.0,1,2973.1666666666665,1729.3352688886625,7150,844,0.7472088374763622,0.6372790845518118,0.0977272727272727,0.44999999999999996,0.15871709329016623,1.0,1.0,0.0,0.2498070220363208,0.5453964389638474,0.14467130010709955,1.0,0.13290738240451627,1.0,220,,,,,,0.316254648055758,0.20040361006782892,0.3296709456808117,0.4401311732720444,0.9339931438532446,0.8916720612050988,7150,Dennis Schröder,0.20040361006782892
DAL,2017-18,0.293,13,156,21702,1.0,True,1,13,1.0,True,True,1,1,1.0,1,3338.769230769231,2432.6667277463275,8344,661,0.6532211180472496,0.6498481943112816,0.14219114219114218,0.5189393939393939,0.18362793582506085,1.0,1.0,0.0,0.2261849885954452,0.5129018631146817,0.16050989956122716,1.0,0.09218075324177882,1.0,286,,,,,,0.405446502626486,0.19224034651184221,0.3368813934199613,0.46714588517187355,0.8926877330207228,0.8523321000479184,8344,Dennis Smith Jr.,0.19224034651184221
